"Module 1","Module 2","Count","Semester"
"ST3131","ST3241",0,2020
"ST3232","ST3241",4,2020
"ST3236&MA3238","ST3241",4,2020
"ST3239","ST3241",4,2020
"ST3241","ST3241",27,2020
"ST3244","ST3241",4,2020
"ST3246","ST3241",2,2020
"ST3247","ST3241",7,2020
"ST4232","ST3241",5,2020
"ST4234","ST3241",2,2020
"ST4238&MA4251","ST3241",0,2020
"ST4242","ST3241",2,2020
"ST4248","ST3241",3,2020
"DSA2101","ST3244",0,2020
"DSA4212","ST3244",0,2020
"DSA4263","ST3244",0,2020
"ST1232","ST3244",0,2020
"ST2131&MA2216","ST3244",1,2020
"ST2132","ST3244",0,2020
"ST2137","ST3244",1,2020
"ST2334","ST3244",0,2020
"ST3131","ST3244",8,2020
"ST3232","ST3244",4,2020
"ST3236&MA3238","ST3244",9,2020
"ST3239","ST3244",7,2020
"ST3241","ST3244",4,2020
"ST3244","ST3244",27,2020
"ST3246","ST3244",4,2020
"ST3247","ST3244",2,2020
"ST4232","ST3244",0,2020
"ST4234","ST3244",4,2020
"ST4238&MA4251","ST3244",1,2020
"ST4242","ST3244",1,2020
"ST4248","ST3244",2,2020
"DSA2101","ST3246",0,2020
"DSA4212","ST3246",0,2020
"DSA4263","ST3246",0,2020
"ST1232","ST3246",0,2020
"ST2131&MA2216","ST3246",0,2020
"ST2132","ST3246",0,2020
"ST2137","ST3246",0,2020
"ST2334","ST3246",0,2020
"ST3131","ST3246",2,2020
"ST3232","ST3246",0,2020
"ST3236&MA3238","ST3246",2,2020
"ST3239","ST3246",3,2020
"ST3241","ST3246",2,2020
"ST3244","ST3246",4,2020
"ST3246","ST3246",25,2020
"ST3247","ST3246",3,2020
"ST4232","ST3246",2,2020
"ST4234","ST3246",4,2020
"ST4238&MA4251","ST3246",3,2020
"ST4242","ST3246",1,2020
"ST4248","ST3246",5,2020
"DSA2101","ST3247",1,2020
"DSA4212","ST3247",0,2020
"DSA4263","ST3247",2,2020
"ST1232","ST3247",0,2020
"ST2131&MA2216","ST3247",1,2020
"ST2132","ST3247",19,2020
"ST2137","ST3247",3,2020
"ST2334","ST3247",0,2020
"ST3131","ST3247",14,2020
"ST3232","ST3247",2,2020
"ST3236&MA3238","ST3247",12,2020
"ST3239","ST3247",6,2020
"ST3241","ST3247",7,2020
"ST3244","ST3247",2,2020
"ST3246","ST3247",3,2020
"ST3247","ST3247",73,2020
"ST4232","ST3247",5,2020
"ST4234","ST3247",16,2020
"ST4238&MA4251","ST3247",0,2020
"ST4242","ST3247",1,2020
"ST4248","ST3247",11,2020
"DSA2101","ST4232",0,2020
"DSA4212","ST4232",0,2020
"DSA4263","ST4232",0,2020
"ST1232","ST4232",0,2020
"ST2131&MA2216","ST4232",0,2020
"ST2132","ST4232",0,2020
"ST2137","ST4232",0,2020
"ST2334","ST4232",0,2020
"ST3131","ST4232",2,2020
"ST3232","ST4232",8,2020
"ST3236&MA3238","ST4232",4,2020
"ST3239","ST4232",6,2020
"ST3241","ST4232",5,2020
"ST3244","ST4232",0,2020
"ST3246","ST4232",2,2020
"ST3247","ST4232",5,2020
"ST4232","ST4232",37,2020
"ST4234","ST4232",5,2020
"ST4238&MA4251","ST4232",6,2020
"ST4242","ST4232",2,2020
"ST4248","ST4232",5,2020
"DSA2101","ST4234",5,2020
"DSA4212","ST4234",10,2020
"DSA4263","ST4234",19,2020
"ST1232","ST4234",0,2020
"ST2131&MA2216","ST4234",0,2020
"ST2132","ST4234",0,2020
"ST2137","ST4234",2,2020
"ST2334","ST4234",0,2020
"ST3131","ST4234",7,2020
"ST3232","ST4234",6,2020
"ST3236&MA3238","ST4234",14,2020
"ST3239","ST4234",9,2020
"ST3241","ST4234",2,2020
"ST3244","ST4234",4,2020
"ST3246","ST4234",4,2020
"ST3247","ST4234",16,2020
"ST4232","ST4234",5,2020
"ST4234","ST4234",99,2020
"ST4238&MA4251","ST4234",3,2020
"ST4242","ST4234",1,2020
"ST4248","ST4234",25,2020
"DSA2101","ST4238.MA4251",0,2020
"DSA4212","ST4238.MA4251",1,2020
"DSA4263","ST4238.MA4251",0,2020
"ST1232","ST4238.MA4251",0,2020
"ST2131&MA2216","ST4238.MA4251",0,2020
"ST2132","ST4238.MA4251",0,2020
"ST2137","ST4238.MA4251",1,2020
"ST2334","ST4238.MA4251",0,2020
"ST3131","ST4238.MA4251",1,2020
"ST3232","ST4238.MA4251",0,2020
"ST3236&MA3238","ST4238.MA4251",1,2020
"ST3239","ST4238.MA4251",0,2020
"ST3241","ST4238.MA4251",0,2020
"ST3244","ST4238.MA4251",1,2020
"ST3246","ST4238.MA4251",3,2020
"ST3247","ST4238.MA4251",0,2020
"ST4232","ST4238.MA4251",6,2020
"ST4234","ST4238.MA4251",3,2020
"ST4238&MA4251","ST4238.MA4251",25,2020
"ST4242","ST4238.MA4251",0,2020
"ST4248","ST4238.MA4251",0,2020
"DSA2101","ST4242",0,2020
"DSA4212","ST4242",0,2020
"DSA4263","ST4242",0,2020
"ST1232","ST4242",0,2020
"ST2131&MA2216","ST4242",0,2020
"ST2132","ST4242",0,2020
"ST2137","ST4242",0,2020
"ST2334","ST4242",0,2020
"ST3131","ST4242",0,2020
"ST3232","ST4242",1,2020
"ST3236&MA3238","ST4242",0,2020
"ST3239","ST4242",0,2020
"ST3241","ST4242",2,2020
"ST3244","ST4242",1,2020
"ST3246","ST4242",1,2020
"ST3247","ST4242",1,2020
"ST4232","ST4242",2,2020
"ST4234","ST4242",1,2020
"ST4238&MA4251","ST4242",0,2020
"ST4242","ST4242",5,2020
"ST4248","ST4242",0,2020
"DSA2101","ST4248",0,2020
"DSA4212","ST4248",15,2020
"DSA4263","ST4248",10,2020
"ST1232","ST4248",0,2020
"ST2131&MA2216","ST4248",0,2020
"ST2132","ST4248",0,2020
"ST2137","ST4248",5,2020
"ST2334","ST4248",0,2020
"ST3131","ST4248",1,2020
"ST3232","ST4248",6,2020
"ST3236&MA3238","ST4248",7,2020
"ST3239","ST4248",3,2020
"ST3241","ST4248",3,2020
"ST3244","ST4248",2,2020
"ST3246","ST4248",5,2020
"ST3247","ST4248",11,2020
"ST4232","ST4248",5,2020
"ST4234","ST4248",25,2020
"ST4238&MA4251","ST4248",0,2020
"ST4242","ST4248",0,2020
"ST4248","ST4248",74,2020
"DSA1101","DSA1101",240,2110
"DSA2101","DSA1101",0,2110
"DSA3101","DSA1101",0,2110
"DSA4211","DSA1101",1,2110
"DSA4266","DSA1101",0,2110
"DSE1101","DSA1101",0,2110
"ESP2107","DSA1101",0,2110
"FSC4201","DSA1101",0,2110
"ST1131","DSA1101",0,2110
"ST2131&MA2216","DSA1101",2,2110
"ST2132","DSA1101",0,2110
"ST2137","DSA1101",0,2110
"ST2334","DSA1101",0,2110
"ST3131","DSA1101",0,2110
"ST3236&MA3238","DSA1101",0,2110
"ST3239","DSA1101",1,2110
"ST3248","DSA1101",3,2110
"ST4231","DSA1101",1,2110
"ST4233","DSA1101",4,2110
"ST4241","DSA1101",0,2110
"ST4245","DSA1101",1,2110
"ST4250","DSA1101",2,2110
"ST4253","DSA1101",0,2110
"DSA1101","DSA2101",0,2110
"DSA2101","DSA2101",105,2110
"DSA3101","DSA2101",0,2110
"DSA4211","DSA2101",1,2110
"DSA4266","DSA2101",0,2110
"DSE1101","DSA2101",0,2110
"ESP2107","DSA2101",0,2110
"FSC4201","DSA2101",0,2110
"ST1131","DSA2101",1,2110
"ST2131&MA2216","DSA2101",0,2110
"ST2132","DSA2101",79,2110
"ST2137","DSA2101",0,2110
"ST2334","DSA2101",0,2110
"ST3131","DSA2101",19,2110
"ST3236&MA3238","DSA2101",0,2110
"ST3239","DSA2101",1,2110
"ST3248","DSA2101",0,2110
"ST4231","DSA2101",0,2110
"ST4233","DSA2101",0,2110
"ST4241","DSA2101",0,2110
"ST4245","DSA2101",0,2110
"ST4250","DSA2101",0,2110
"ST4253","DSA2101",1,2110
"DSA1101","DSA3101",0,2110
"DSA2101","DSA3101",0,2110
"DSA3101","DSA3101",114,2110
"DSA4211","DSA3101",44,2110
"DSA4266","DSA3101",0,2110
"DSE1101","DSA3101",0,2110
"ESP2107","DSA3101",0,2110
"FSC4201","DSA3101",0,2110
"ST1131","DSA3101",1,2110
"ST2131&MA2216","DSA3101",0,2110
"ST2132","DSA3101",0,2110
"ST2137","DSA3101",1,2110
"ST2334","DSA3101",0,2110
"ST3131","DSA3101",6,2110
"ST3236&MA3238","DSA3101",0,2110
"ST3239","DSA3101",8,2110
"ST3248","DSA3101",52,2110
"ST4231","DSA3101",15,2110
"ST4233","DSA3101",1,2110
"ST4241","DSA3101",0,2110
"ST4245","DSA3101",0,2110
"ST4250","DSA3101",0,2110
"ST4253","DSA3101",13,2110
"DSA1101","DSA4211",1,2110
"DSA2101","DSA4211",1,2110
"DSA3101","DSA4211",44,2110
"DSA4211","DSA4211",142,2110
"DSA4266","DSA4211",8,2110
"DSE1101","DSA4211",0,2110
"ESP2107","DSA4211",0,2110
"FSC4201","DSA4211",0,2110
"ST1131","DSA4211",2,2110
"ST2131&MA2216","DSA4211",0,2110
"ST2132","DSA4211",1,2110
"ST2137","DSA4211",0,2110
"ST2334","DSA4211",0,2110
"ST3131","DSA4211",0,2110
"ST3236&MA3238","DSA4211",1,2110
"ST3239","DSA4211",4,2110
"ST3248","DSA4211",33,2110
"ST4231","DSA4211",27,2110
"ST4233","DSA4211",14,2110
"ST4241","DSA4211",0,2110
"ST4245","DSA4211",3,2110
"ST4250","DSA4211",2,2110
"ST4253","DSA4211",25,2110
"DSA1101","DSA4266",0,2110
"DSA2101","DSA4266",0,2110
"DSA3101","DSA4266",0,2110
"DSA4211","DSA4266",8,2110
"DSA4266","DSA4266",29,2110
"DSE1101","DSA4266",0,2110
"ESP2107","DSA4266",0,2110
"FSC4201","DSA4266",0,2110
"ST1131","DSA4266",2,2110
"ST2131&MA2216","DSA4266",0,2110
"ST2132","DSA4266",0,2110
"ST2137","DSA4266",1,2110
"ST2334","DSA4266",0,2110
"ST3131","DSA4266",0,2110
"ST3236&MA3238","DSA4266",0,2110
"ST3239","DSA4266",1,2110
"ST3248","DSA4266",1,2110
"ST4231","DSA4266",6,2110
"ST4233","DSA4266",0,2110
"ST4241","DSA4266",0,2110
"ST4245","DSA4266",0,2110
"ST4250","DSA4266",1,2110
"ST4253","DSA4266",3,2110
"DSA1101","DSE1101",0,2110
"DSA2101","DSE1101",0,2110
"DSA3101","DSE1101",0,2110
"DSA4211","DSE1101",0,2110
"DSA4266","DSE1101",0,2110
"DSE1101","DSE1101",47,2110
"ESP2107","DSE1101",0,2110
"FSC4201","DSE1101",0,2110
"ST1131","DSE1101",0,2110
"ST2131&MA2216","DSE1101",0,2110
"ST2132","DSE1101",0,2110
"ST2137","DSE1101",0,2110
"ST2334","DSE1101",0,2110
"ST3131","DSE1101",0,2110
"ST3236&MA3238","DSE1101",0,2110
"ST3239","DSE1101",0,2110
"ST3248","DSE1101",0,2110
"ST4231","DSE1101",0,2110
"ST4233","DSE1101",0,2110
"ST4241","DSE1101",0,2110
"ST4245","DSE1101",0,2110
"ST4250","DSE1101",0,2110
"ST4253","DSE1101",0,2110
"DSA1101","ESP2107",0,2110
"DSA2101","ESP2107",0,2110
"DSA3101","ESP2107",0,2110
"DSA4211","ESP2107",0,2110
"DSA4266","ESP2107",0,2110
"DSE1101","ESP2107",0,2110
"ESP2107","ESP2107",37,2110
"FSC4201","ESP2107",0,2110
"ST1131","ESP2107",0,2110
"ST2131&MA2216","ESP2107",0,2110
"ST2132","ESP2107",0,2110
"ST2137","ESP2107",0,2110
"ST2334","ESP2107",7,2110
"ST3131","ESP2107",0,2110
"ST3236&MA3238","ESP2107",0,2110
"ST3239","ESP2107",0,2110
"ST3248","ESP2107",0,2110
"ST4231","ESP2107",0,2110
"ST4233","ESP2107",0,2110
"ST4241","ESP2107",0,2110
"ST4245","ESP2107",0,2110
"ST4250","ESP2107",0,2110
"ST4253","ESP2107",0,2110
"DSA1101","FSC4201",0,2110
"DSA2101","FSC4201",0,2110
"DSA3101","FSC4201",0,2110
"DSA4211","FSC4201",0,2110
"DSA4266","FSC4201",0,2110
"DSE1101","FSC4201",0,2110
"ESP2107","FSC4201",0,2110
"FSC4201","FSC4201",24,2110
"ST1131","FSC4201",0,2110
"ST2131&MA2216","FSC4201",0,2110
"ST2132","FSC4201",0,2110
"ST2137","FSC4201",0,2110
"ST2334","FSC4201",0,2110
"ST3131","FSC4201",0,2110
"ST3236&MA3238","FSC4201",0,2110
"ST3239","FSC4201",0,2110
"ST3248","FSC4201",1,2110
"ST4231","FSC4201",1,2110
"ST4233","FSC4201",0,2110
"ST4241","FSC4201",0,2110
"ST4245","FSC4201",1,2110
"ST4250","FSC4201",0,2110
"ST4253","FSC4201",0,2110
"DSA1101","ST1131",0,2110
"DSA2101","ST1131",1,2110
"DSA3101","ST1131",1,2110
"DSA4211","ST1131",2,2110
"DSA4266","ST1131",2,2110
"DSE1101","ST1131",0,2110
"ESP2107","ST1131",0,2110
"FSC4201","ST1131",0,2110
"ST1131","ST1131",144,2110
"ST2131&MA2216","ST1131",8,2110
"ST2132","ST1131",3,2110
"ST2137","ST1131",3,2110
"ST2334","ST1131",4,2110
"ST3131","ST1131",0,2110
"ST3236&MA3238","ST1131",2,2110
"ST3239","ST1131",3,2110
"ST3248","ST1131",4,2110
"ST4231","ST1131",0,2110
"ST4233","ST1131",1,2110
"ST4241","ST1131",0,2110
"ST4245","ST1131",3,2110
"ST4250","ST1131",0,2110
"ST4253","ST1131",0,2110
"DSA1101","ST2131.MA2216",2,2110
"DSA2101","ST2131.MA2216",0,2110
"DSA3101","ST2131.MA2216",0,2110
"DSA4211","ST2131.MA2216",0,2110
"DSA4266","ST2131.MA2216",0,2110
"DSE1101","ST2131.MA2216",0,2110
"ESP2107","ST2131.MA2216",0,2110
"FSC4201","ST2131.MA2216",0,2110
"ST1131","ST2131.MA2216",8,2110
"ST2131&MA2216","ST2131.MA2216",108,2110
"ST2132","ST2131.MA2216",0,2110
"ST2137","ST2131.MA2216",2,2110
"ST2334","ST2131.MA2216",1,2110
"ST3131","ST2131.MA2216",0,2110
"ST3236&MA3238","ST2131.MA2216",0,2110
"ST3239","ST2131.MA2216",0,2110
"ST3248","ST2131.MA2216",0,2110
"ST4231","ST2131.MA2216",0,2110
"ST4233","ST2131.MA2216",0,2110
"ST4241","ST2131.MA2216",0,2110
"ST4245","ST2131.MA2216",0,2110
"ST4250","ST2131.MA2216",0,2110
"ST4253","ST2131.MA2216",0,2110
"DSA1101","ST2132",0,2110
"DSA2101","ST2132",79,2110
"DSA3101","ST2132",0,2110
"DSA4211","ST2132",1,2110
"DSA4266","ST2132",0,2110
"DSE1101","ST2132",0,2110
"ESP2107","ST2132",0,2110
"FSC4201","ST2132",0,2110
"ST1131","ST2132",3,2110
"ST2131&MA2216","ST2132",0,2110
"ST2132","ST2132",260,2110
"ST2137","ST2132",6,2110
"ST2334","ST2132",0,2110
"ST3131","ST2132",36,2110
"ST3236&MA3238","ST2132",6,2110
"ST3239","ST2132",5,2110
"ST3248","ST2132",1,2110
"ST4231","ST2132",0,2110
"ST4233","ST2132",1,2110
"ST4241","ST2132",0,2110
"ST4245","ST2132",3,2110
"ST4250","ST2132",0,2110
"ST4253","ST2132",0,2110
"DSA1101","ST2137",0,2110
"DSA2101","ST2137",0,2110
"DSA3101","ST2137",1,2110
"DSA4211","ST2137",0,2110
"DSA4266","ST2137",1,2110
"DSE1101","ST2137",0,2110
"ESP2107","ST2137",0,2110
"FSC4201","ST2137",0,2110
"ST1131","ST2137",3,2110
"ST2131&MA2216","ST2137",2,2110
"ST2132","ST2137",6,2110
"ST2137","ST2137",53,2110
"ST2334","ST2137",1,2110
"ST3131","ST2137",10,2110
"ST3236&MA3238","ST2137",2,2110
"ST3239","ST2137",1,2110
"ST3248","ST2137",0,2110
"ST4231","ST2137",1,2110
"ST4233","ST2137",2,2110
"ST4241","ST2137",1,2110
"ST4245","ST2137",2,2110
"ST4250","ST2137",1,2110
"ST4253","ST2137",0,2110
"DSA1101","ST2334",0,2110
"DSA2101","ST2334",0,2110
"DSA3101","ST2334",0,2110
"DSA4211","ST2334",0,2110
"DSA4266","ST2334",0,2110
"DSE1101","ST2334",0,2110
"ESP2107","ST2334",7,2110
"FSC4201","ST2334",0,2110
"ST1131","ST2334",4,2110
"ST2131&MA2216","ST2334",1,2110
"ST2132","ST2334",0,2110
"ST2137","ST2334",1,2110
"ST2334","ST2334",811,2110
"ST3131","ST2334",0,2110
"ST3236&MA3238","ST2334",0,2110
"ST3239","ST2334",0,2110
"ST3248","ST2334",0,2110
"ST4231","ST2334",0,2110
"ST4233","ST2334",0,2110
"ST4241","ST2334",0,2110
"ST4245","ST2334",0,2110
"ST4250","ST2334",0,2110
"ST4253","ST2334",0,2110
"DSA1101","ST3131",0,2110
"DSA2101","ST3131",19,2110
"DSA3101","ST3131",6,2110
"DSA4211","ST3131",0,2110
"DSA4266","ST3131",0,2110
"DSE1101","ST3131",0,2110
"ESP2107","ST3131",0,2110
"FSC4201","ST3131",0,2110
"ST1131","ST3131",0,2110
"ST2131&MA2216","ST3131",0,2110
"ST2132","ST3131",36,2110
"ST2137","ST3131",10,2110
"ST2334","ST3131",0,2110
"ST3131","ST3131",165,2110
"ST3236&MA3238","ST3131",8,2110
"ST3239","ST3131",1,2110
"ST3248","ST3131",14,2110
"ST4231","ST3131",3,2110
"ST4233","ST3131",0,2110
"ST4241","ST3131",0,2110
"ST4245","ST3131",1,2110
"ST4250","ST3131",0,2110
"ST4253","ST3131",7,2110
"DSA1101","ST3236.MA3238",0,2110
"DSA2101","ST3236.MA3238",0,2110
"DSA3101","ST3236.MA3238",0,2110
"DSA4211","ST3236.MA3238",1,2110
"DSA4266","ST3236.MA3238",0,2110
"DSE1101","ST3236.MA3238",0,2110
"ESP2107","ST3236.MA3238",0,2110
"FSC4201","ST3236.MA3238",0,2110
"ST1131","ST3236.MA3238",2,2110
"ST2131&MA2216","ST3236.MA3238",0,2110
"ST2132","ST3236.MA3238",6,2110
"ST2137","ST3236.MA3238",2,2110
"ST2334","ST3236.MA3238",0,2110
"ST3131","ST3236.MA3238",8,2110
"ST3236&MA3238","ST3236.MA3238",55,2110
"ST3239","ST3236.MA3238",2,2110
"ST3248","ST3236.MA3238",5,2110
"ST4231","ST3236.MA3238",2,2110
"ST4233","ST3236.MA3238",5,2110
"ST4241","ST3236.MA3238",0,2110
"ST4245","ST3236.MA3238",5,2110
"ST4250","ST3236.MA3238",0,2110
"ST4253","ST3236.MA3238",4,2110
"DSA1101","ST3239",1,2110
"DSA2101","ST3239",1,2110
"DSA3101","ST3239",8,2110
"DSA4211","ST3239",4,2110
"DSA4266","ST3239",1,2110
"DSE1101","ST3239",0,2110
"ESP2107","ST3239",0,2110
"FSC4201","ST3239",0,2110
"ST1131","ST3239",3,2110
"ST2131&MA2216","ST3239",0,2110
"ST2132","ST3239",5,2110
"ST2137","ST3239",1,2110
"ST2334","ST3239",0,2110
"ST3131","ST3239",1,2110
"ST3236&MA3238","ST3239",2,2110
"ST3239","ST3239",36,2110
"ST3248","ST3239",10,2110
"ST4231","ST3239",5,2110
"ST4233","ST3239",3,2110
"ST4241","ST3239",0,2110
"ST4245","ST3239",4,2110
"ST4250","ST3239",2,2110
"ST4253","ST3239",7,2110
"DSA1101","ST3248",3,2110
"DSA2101","ST3248",0,2110
"DSA3101","ST3248",52,2110
"DSA4211","ST3248",33,2110
"DSA4266","ST3248",1,2110
"DSE1101","ST3248",0,2110
"ESP2107","ST3248",0,2110
"FSC4201","ST3248",1,2110
"ST1131","ST3248",4,2110
"ST2131&MA2216","ST3248",0,2110
"ST2132","ST3248",1,2110
"ST2137","ST3248",0,2110
"ST2334","ST3248",0,2110
"ST3131","ST3248",14,2110
"ST3236&MA3238","ST3248",5,2110
"ST3239","ST3248",10,2110
"ST3248","ST3248",138,2110
"ST4231","ST3248",17,2110
"ST4233","ST3248",18,2110
"ST4241","ST3248",2,2110
"ST4245","ST3248",3,2110
"ST4250","ST3248",5,2110
"ST4253","ST3248",18,2110
"DSA1101","ST4231",1,2110
"DSA2101","ST4231",0,2110
"DSA3101","ST4231",15,2110
"DSA4211","ST4231",27,2110
"DSA4266","ST4231",6,2110
"DSE1101","ST4231",0,2110
"ESP2107","ST4231",0,2110
"FSC4201","ST4231",1,2110
"ST1131","ST4231",0,2110
"ST2131&MA2216","ST4231",0,2110
"ST2132","ST4231",0,2110
"ST2137","ST4231",1,2110
"ST2334","ST4231",0,2110
"ST3131","ST4231",3,2110
"ST3236&MA3238","ST4231",2,2110
"ST3239","ST4231",5,2110
"ST3248","ST4231",17,2110
"ST4231","ST4231",85,2110
"ST4233","ST4231",23,2110
"ST4241","ST4231",3,2110
"ST4245","ST4231",2,2110
"ST4250","ST4231",4,2110
"ST4253","ST4231",10,2110
"DSA1101","ST4233",4,2110
"DSA2101","ST4233",0,2110
"DSA3101","ST4233",1,2110
"DSA4211","ST4233",14,2110
"DSA4266","ST4233",0,2110
"DSE1101","ST4233",0,2110
"ESP2107","ST4233",0,2110
"FSC4201","ST4233",0,2110
"ST1131","ST4233",1,2110
"ST2131&MA2216","ST4233",0,2110
"ST2132","ST4233",1,2110
"ST2137","ST4233",2,2110
"ST2334","ST4233",0,2110
"ST3131","ST4233",0,2110
"ST3236&MA3238","ST4233",5,2110
"ST3239","ST4233",3,2110
"ST3248","ST4233",18,2110
"ST4231","ST4233",23,2110
"ST4233","ST4233",74,2110
"ST4241","ST4233",3,2110
"ST4245","ST4233",14,2110
"ST4250","ST4233",5,2110
"ST4253","ST4233",17,2110
"DSA1101","ST4241",0,2110
"DSA2101","ST4241",0,2110
"DSA3101","ST4241",0,2110
"DSA4211","ST4241",0,2110
"DSA4266","ST4241",0,2110
"DSE1101","ST4241",0,2110
"ESP2107","ST4241",0,2110
"FSC4201","ST4241",0,2110
"ST1131","ST4241",0,2110
"ST2131&MA2216","ST4241",0,2110
"ST2132","ST4241",0,2110
"ST2137","ST4241",1,2110
"ST2334","ST4241",0,2110
"ST3131","ST4241",0,2110
"ST3236&MA3238","ST4241",0,2110
"ST3239","ST4241",0,2110
"ST3248","ST4241",2,2110
"ST4231","ST4241",3,2110
"ST4233","ST4241",3,2110
"ST4241","ST4241",11,2110
"ST4245","ST4241",4,2110
"ST4250","ST4241",0,2110
"ST4253","ST4241",0,2110
"DSA1101","ST4245",1,2110
"DSA2101","ST4245",0,2110
"DSA3101","ST4245",0,2110
"DSA4211","ST4245",3,2110
"DSA4266","ST4245",0,2110
"DSE1101","ST4245",0,2110
"ESP2107","ST4245",0,2110
"FSC4201","ST4245",1,2110
"ST1131","ST4245",3,2110
"ST2131&MA2216","ST4245",0,2110
"ST2132","ST4245",3,2110
"ST2137","ST4245",2,2110
"ST2334","ST4245",0,2110
"ST3131","ST4245",1,2110
"ST3236&MA3238","ST4245",5,2110
"ST3239","ST4245",4,2110
"ST3248","ST4245",3,2110
"ST4231","ST4245",2,2110
"ST4233","ST4245",14,2110
"ST4241","ST4245",4,2110
"ST4245","ST4245",56,2110
"ST4250","ST4245",1,2110
"ST4253","ST4245",8,2110
"DSA1101","ST4250",2,2110
"DSA2101","ST4250",0,2110
"DSA3101","ST4250",0,2110
"DSA4211","ST4250",2,2110
"DSA4266","ST4250",1,2110
"DSE1101","ST4250",0,2110
"ESP2107","ST4250",0,2110
"FSC4201","ST4250",0,2110
"ST1131","ST4250",0,2110
"ST2131&MA2216","ST4250",0,2110
"ST2132","ST4250",0,2110
"ST2137","ST4250",1,2110
"ST2334","ST4250",0,2110
"ST3131","ST4250",0,2110
"ST3236&MA3238","ST4250",0,2110
"ST3239","ST4250",2,2110
"ST3248","ST4250",5,2110
"ST4231","ST4250",4,2110
"ST4233","ST4250",5,2110
"ST4241","ST4250",0,2110
"ST4245","ST4250",1,2110
"ST4250","ST4250",13,2110
"ST4253","ST4250",3,2110
"DSA1101","ST4253",0,2110
"DSA2101","ST4253",1,2110
"DSA3101","ST4253",13,2110
"DSA4211","ST4253",25,2110
"DSA4266","ST4253",3,2110
"DSE1101","ST4253",0,2110
"ESP2107","ST4253",0,2110
"FSC4201","ST4253",0,2110
"ST1131","ST4253",0,2110
"ST2131&MA2216","ST4253",0,2110
"ST2132","ST4253",0,2110
"ST2137","ST4253",0,2110
"ST2334","ST4253",0,2110
"ST3131","ST4253",7,2110
"ST3236&MA3238","ST4253",4,2110
"ST3239","ST4253",7,2110
"ST3248","ST4253",18,2110
"ST4231","ST4253",10,2110
"ST4233","ST4253",17,2110
"ST4241","ST4253",0,2110
"ST4245","ST4253",8,2110
"ST4250","ST4253",3,2110
"ST4253","ST4253",75,2110
"DSA1101","DSA1101",265,2120
"DSA2101","DSA1101",2,2120
"DSA3101","DSA1101",0,2120
"DSA4212","DSA1101",0,2120
"DSA4265","DSA1101",0,2120
"ST1131","DSA1101",0,2120
"ST2131&MA2216","DSA1101",137,2120
"ST2132","DSA1101",2,2120
"ST2137","DSA1101",2,2120
"ST2334","DSA1101",7,2120
"ST3131","DSA1101",3,2120
"ST3232","DSA1101",0,2120
"ST3236&MA3238","DSA1101",2,2120
"ST3244","DSA1101",1,2120
"ST3246","DSA1101",0,2120
"ST3247","DSA1101",2,2120
"ST4234","DSA1101",0,2120
"ST4238&MA4251","DSA1101",0,2120
"ST4248","DSA1101",0,2120
"ST4251","DSA1101",0,2120
"ST4252","DSA1101",0,2120
"DSA1101","DSA2101",2,2120
"DSA2101","DSA2101",104,2120
"DSA3101","DSA2101",0,2120
"DSA4212","DSA2101",0,2120
"DSA4265","DSA2101",0,2120
"ST1131","DSA2101",0,2120
"ST2131&MA2216","DSA2101",2,2120
"ST2132","DSA2101",37,2120
"ST2137","DSA2101",1,2120
"ST2334","DSA2101",0,2120
"ST3131","DSA2101",56,2120
"ST3232","DSA2101",1,2120
"ST3236&MA3238","DSA2101",2,2120
"ST3244","DSA2101",0,2120
"ST3246","DSA2101",0,2120
"ST3247","DSA2101",6,2120
"ST4234","DSA2101",1,2120
"ST4238&MA4251","DSA2101",0,2120
"ST4248","DSA2101",0,2120
"ST4251","DSA2101",0,2120
"ST4252","DSA2101",0,2120
"DSA1101","DSA3101",0,2120
"DSA2101","DSA3101",0,2120
"DSA3101","DSA3101",61,2120
"DSA4212","DSA3101",19,2120
"DSA4265","DSA3101",10,2120
"ST1131","DSA3101",1,2120
"ST2131&MA2216","DSA3101",0,2120
"ST2132","DSA3101",1,2120
"ST2137","DSA3101",2,2120
"ST2334","DSA3101",0,2120
"ST3131","DSA3101",0,2120
"ST3232","DSA3101",5,2120
"ST3236&MA3238","DSA3101",0,2120
"ST3244","DSA3101",0,2120
"ST3246","DSA3101",0,2120
"ST3247","DSA3101",14,2120
"ST4234","DSA3101",10,2120
"ST4238&MA4251","DSA3101",0,2120
"ST4248","DSA3101",16,2120
"ST4251","DSA3101",0,2120
"ST4252","DSA3101",0,2120
"DSA1101","DSA4212",0,2120
"DSA2101","DSA4212",0,2120
"DSA3101","DSA4212",19,2120
"DSA4212","DSA4212",187,2120
"DSA4265","DSA4212",16,2120
"ST1131","DSA4212",1,2120
"ST2131&MA2216","DSA4212",0,2120
"ST2132","DSA4212",0,2120
"ST2137","DSA4212",2,2120
"ST2334","DSA4212",0,2120
"ST3131","DSA4212",1,2120
"ST3232","DSA4212",5,2120
"ST3236&MA3238","DSA4212",1,2120
"ST3244","DSA4212",1,2120
"ST3246","DSA4212",2,2120
"ST3247","DSA4212",21,2120
"ST4234","DSA4212",14,2120
"ST4238&MA4251","DSA4212",1,2120
"ST4248","DSA4212",26,2120
"ST4251","DSA4212",0,2120
"ST4252","DSA4212",0,2120
"DSA1101","DSA4265",0,2120
