"Module 1","Module 2","Count","Semester"
"DSA2101","DSA4265",0,2120
"DSA3101","DSA4265",10,2120
"DSA4212","DSA4265",16,2120
"DSA4265","DSA4265",72,2120
"ST1131","DSA4265",0,2120
"ST2131&MA2216","DSA4265",0,2120
"ST2132","DSA4265",0,2120
"ST2137","DSA4265",0,2120
"ST2334","DSA4265",0,2120
"ST3131","DSA4265",0,2120
"ST3232","DSA4265",2,2120
"ST3236&MA3238","DSA4265",0,2120
"ST3244","DSA4265",0,2120
"ST3246","DSA4265",0,2120
"ST3247","DSA4265",14,2120
"ST4234","DSA4265",8,2120
"ST4238&MA4251","DSA4265",0,2120
"ST4248","DSA4265",17,2120
"ST4251","DSA4265",0,2120
"ST4252","DSA4265",0,2120
"DSA1101","ST1131",0,2120
"DSA2101","ST1131",0,2120
"DSA3101","ST1131",1,2120
"DSA4212","ST1131",1,2120
"DSA4265","ST1131",0,2120
"ST1131","ST1131",192,2120
"ST2131&MA2216","ST1131",6,2120
"ST2132","ST1131",6,2120
"ST2137","ST1131",4,2120
"ST2334","ST1131",21,2120
"ST3131","ST1131",7,2120
"ST3232","ST1131",0,2120
"ST3236&MA3238","ST1131",3,2120
"ST3244","ST1131",0,2120
"ST3246","ST1131",0,2120
"ST3247","ST1131",1,2120
"ST4234","ST1131",0,2120
"ST4238&MA4251","ST1131",0,2120
"ST4248","ST1131",1,2120
"ST4251","ST1131",0,2120
"ST4252","ST1131",0,2120
"DSA1101","ST2131.MA2216",137,2120
"DSA2101","ST2131.MA2216",2,2120
"DSA3101","ST2131.MA2216",0,2120
"DSA4212","ST2131.MA2216",0,2120
"DSA4265","ST2131.MA2216",0,2120
"ST1131","ST2131.MA2216",6,2120
"ST2131&MA2216","ST2131.MA2216",440,2120
"ST2132","ST2131.MA2216",2,2120
"ST2137","ST2131.MA2216",3,2120
"ST2334","ST2131.MA2216",1,2120
"ST3131","ST2131.MA2216",0,2120
"ST3232","ST2131.MA2216",0,2120
"ST3236&MA3238","ST2131.MA2216",0,2120
"ST3244","ST2131.MA2216",0,2120
"ST3246","ST2131.MA2216",0,2120
"ST3247","ST2131.MA2216",0,2120
"ST4234","ST2131.MA2216",0,2120
"ST4238&MA4251","ST2131.MA2216",0,2120
"ST4248","ST2131.MA2216",0,2120
"ST4251","ST2131.MA2216",0,2120
"ST4252","ST2131.MA2216",0,2120
"DSA1101","ST2132",2,2120
"DSA2101","ST2132",37,2120
"DSA3101","ST2132",1,2120
"DSA4212","ST2132",0,2120
"DSA4265","ST2132",0,2120
"ST1131","ST2132",6,2120
"ST2131&MA2216","ST2132",2,2120
"ST2132","ST2132",184,2120
"ST2137","ST2132",13,2120
"ST2334","ST2132",0,2120
"ST3131","ST2132",38,2120
"ST3232","ST2132",0,2120
"ST3236&MA3238","ST2132",13,2120
"ST3244","ST2132",1,2120
"ST3246","ST2132",0,2120
"ST3247","ST2132",10,2120
"ST4234","ST2132",0,2120
"ST4238&MA4251","ST2132",0,2120
"ST4248","ST2132",0,2120
"ST4251","ST2132",1,2120
"ST4252","ST2132",0,2120
"DSA1101","ST2137",2,2120
"DSA2101","ST2137",1,2120
"DSA3101","ST2137",2,2120
"DSA4212","ST2137",2,2120
"DSA4265","ST2137",0,2120
"ST1131","ST2137",4,2120
"ST2131&MA2216","ST2137",3,2120
"ST2132","ST2137",13,2120
"ST2137","ST2137",79,2120
"ST2334","ST2137",4,2120
"ST3131","ST2137",11,2120
"ST3232","ST2137",1,2120
"ST3236&MA3238","ST2137",4,2120
"ST3244","ST2137",1,2120
"ST3246","ST2137",0,2120
"ST3247","ST2137",2,2120
"ST4234","ST2137",2,2120
"ST4238&MA4251","ST2137",0,2120
"ST4248","ST2137",3,2120
"ST4251","ST2137",0,2120
"ST4252","ST2137",0,2120
"DSA1101","ST2334",7,2120
"DSA2101","ST2334",0,2120
"DSA3101","ST2334",0,2120
"DSA4212","ST2334",0,2120
"DSA4265","ST2334",0,2120
"ST1131","ST2334",21,2120
"ST2131&MA2216","ST2334",1,2120
"ST2132","ST2334",0,2120
"ST2137","ST2334",4,2120
"ST2334","ST2334",734,2120
"ST3131","ST2334",0,2120
"ST3232","ST2334",0,2120
"ST3236&MA3238","ST2334",0,2120
"ST3244","ST2334",0,2120
"ST3246","ST2334",0,2120
"ST3247","ST2334",0,2120
"ST4234","ST2334",0,2120
"ST4238&MA4251","ST2334",0,2120
"ST4248","ST2334",0,2120
"ST4251","ST2334",0,2120
"ST4252","ST2334",0,2120
"DSA1101","ST3131",3,2120
"DSA2101","ST3131",56,2120
"DSA3101","ST3131",0,2120
"DSA4212","ST3131",1,2120
"DSA4265","ST3131",0,2120
"ST1131","ST3131",7,2120
"ST2131&MA2216","ST3131",0,2120
"ST2132","ST3131",38,2120
"ST2137","ST3131",11,2120
"ST2334","ST3131",0,2120
"ST3131","ST3131",238,2120
"ST3232","ST3131",3,2120
"ST3236&MA3238","ST3131",26,2120
"ST3244","ST3131",3,2120
"ST3246","ST3131",3,2120
"ST3247","ST3131",28,2120
"ST4234","ST3131",2,2120
"ST4238&MA4251","ST3131",3,2120
"ST4248","ST3131",0,2120
"ST4251","ST3131",0,2120
"ST4252","ST3131",1,2120
"DSA1101","ST3232",0,2120
"DSA2101","ST3232",1,2120
"DSA3101","ST3232",5,2120
"DSA4212","ST3232",5,2120
"DSA4265","ST3232",2,2120
"ST1131","ST3232",0,2120
"ST2131&MA2216","ST3232",0,2120
"ST2132","ST3232",0,2120
"ST2137","ST3232",1,2120
"ST2334","ST3232",0,2120
"ST3131","ST3232",3,2120
"ST3232","ST3232",36,2120
"ST3236&MA3238","ST3232",5,2120
"ST3244","ST3232",6,2120
"ST3246","ST3232",7,2120
"ST3247","ST3232",11,2120
"ST4234","ST3232",8,2120
"ST4238&MA4251","ST3232",2,2120
"ST4248","ST3232",4,2120
"ST4251","ST3232",0,2120
"ST4252","ST3232",2,2120
"DSA1101","ST3236.MA3238",2,2120
"DSA2101","ST3236.MA3238",2,2120
"DSA3101","ST3236.MA3238",0,2120
"DSA4212","ST3236.MA3238",1,2120
"DSA4265","ST3236.MA3238",0,2120
"ST1131","ST3236.MA3238",3,2120
"ST2131&MA2216","ST3236.MA3238",0,2120
"ST2132","ST3236.MA3238",13,2120
"ST2137","ST3236.MA3238",4,2120
"ST2334","ST3236.MA3238",0,2120
"ST3131","ST3236.MA3238",26,2120
"ST3232","ST3236.MA3238",5,2120
"ST3236&MA3238","ST3236.MA3238",84,2120
"ST3244","ST3236.MA3238",3,2120
"ST3246","ST3236.MA3238",3,2120
"ST3247","ST3236.MA3238",13,2120
"ST4234","ST3236.MA3238",6,2120
"ST4238&MA4251","ST3236.MA3238",0,2120
"ST4248","ST3236.MA3238",1,2120
"ST4251","ST3236.MA3238",0,2120
"ST4252","ST3236.MA3238",0,2120
"DSA1101","ST3244",1,2120
"DSA2101","ST3244",0,2120
"DSA3101","ST3244",0,2120
"DSA4212","ST3244",1,2120
"DSA4265","ST3244",0,2120
"ST1131","ST3244",0,2120
"ST2131&MA2216","ST3244",0,2120
"ST2132","ST3244",1,2120
"ST2137","ST3244",1,2120
"ST2334","ST3244",0,2120
"ST3131","ST3244",3,2120
"ST3232","ST3244",6,2120
"ST3236&MA3238","ST3244",3,2120
"ST3244","ST3244",18,2120
"ST3246","ST3244",7,2120
"ST3247","ST3244",2,2120
"ST4234","ST3244",4,2120
"ST4238&MA4251","ST3244",1,2120
"ST4248","ST3244",1,2120
"ST4251","ST3244",0,2120
"ST4252","ST3244",0,2120
"DSA1101","ST3246",0,2120
"DSA2101","ST3246",0,2120
"DSA3101","ST3246",0,2120
"DSA4212","ST3246",2,2120
"DSA4265","ST3246",0,2120
"ST1131","ST3246",0,2120
"ST2131&MA2216","ST3246",0,2120
"ST2132","ST3246",0,2120
"ST2137","ST3246",0,2120
"ST2334","ST3246",0,2120
"ST3131","ST3246",3,2120
"ST3232","ST3246",7,2120
"ST3236&MA3238","ST3246",3,2120
"ST3244","ST3246",7,2120
"ST3246","ST3246",27,2120
"ST3247","ST3246",6,2120
"ST4234","ST3246",5,2120
"ST4238&MA4251","ST3246",3,2120
"ST4248","ST3246",3,2120
"ST4251","ST3246",1,2120
"ST4252","ST3246",4,2120
"DSA1101","ST3247",2,2120
"DSA2101","ST3247",6,2120
"DSA3101","ST3247",14,2120
"DSA4212","ST3247",21,2120
"DSA4265","ST3247",14,2120
"ST1131","ST3247",1,2120
"ST2131&MA2216","ST3247",0,2120
"ST2132","ST3247",10,2120
"ST2137","ST3247",2,2120
"ST2334","ST3247",0,2120
"ST3131","ST3247",28,2120
"ST3232","ST3247",11,2120
"ST3236&MA3238","ST3247",13,2120
"ST3244","ST3247",2,2120
"ST3246","ST3247",6,2120
"ST3247","ST3247",109,2120
"ST4234","ST3247",17,2120
"ST4238&MA4251","ST3247",1,2120
"ST4248","ST3247",13,2120
"ST4251","ST3247",1,2120
"ST4252","ST3247",0,2120
"DSA1101","ST4234",0,2120
"DSA2101","ST4234",1,2120
"DSA3101","ST4234",10,2120
"DSA4212","ST4234",14,2120
"DSA4265","ST4234",8,2120
"ST1131","ST4234",0,2120
"ST2131&MA2216","ST4234",0,2120
"ST2132","ST4234",0,2120
"ST2137","ST4234",2,2120
"ST2334","ST4234",0,2120
"ST3131","ST4234",2,2120
"ST3232","ST4234",8,2120
"ST3236&MA3238","ST4234",6,2120
"ST3244","ST4234",4,2120
"ST3246","ST4234",5,2120
"ST3247","ST4234",17,2120
"ST4234","ST4234",62,2120
"ST4238&MA4251","ST4234",2,2120
"ST4248","ST4234",3,2120
"ST4251","ST4234",1,2120
"ST4252","ST4234",0,2120
"DSA1101","ST4238.MA4251",0,2120
"DSA2101","ST4238.MA4251",0,2120
"DSA3101","ST4238.MA4251",0,2120
"DSA4212","ST4238.MA4251",1,2120
"DSA4265","ST4238.MA4251",0,2120
"ST1131","ST4238.MA4251",0,2120
"ST2131&MA2216","ST4238.MA4251",0,2120
"ST2132","ST4238.MA4251",0,2120
"ST2137","ST4238.MA4251",0,2120
"ST2334","ST4238.MA4251",0,2120
"ST3131","ST4238.MA4251",3,2120
"ST3232","ST4238.MA4251",2,2120
"ST3236&MA3238","ST4238.MA4251",0,2120
"ST3244","ST4238.MA4251",1,2120
"ST3246","ST4238.MA4251",3,2120
"ST3247","ST4238.MA4251",1,2120
"ST4234","ST4238.MA4251",2,2120
"ST4238&MA4251","ST4238.MA4251",29,2120
"ST4248","ST4238.MA4251",0,2120
"ST4251","ST4238.MA4251",0,2120
"ST4252","ST4238.MA4251",0,2120
"DSA1101","ST4248",0,2120
"DSA2101","ST4248",0,2120
"DSA3101","ST4248",16,2120
"DSA4212","ST4248",26,2120
"DSA4265","ST4248",17,2120
"ST1131","ST4248",1,2120
"ST2131&MA2216","ST4248",0,2120
"ST2132","ST4248",0,2120
"ST2137","ST4248",3,2120
"ST2334","ST4248",0,2120
"ST3131","ST4248",0,2120
"ST3232","ST4248",4,2120
"ST3236&MA3238","ST4248",1,2120
"ST3244","ST4248",1,2120
"ST3246","ST4248",3,2120
"ST3247","ST4248",13,2120
"ST4234","ST4248",3,2120
"ST4238&MA4251","ST4248",0,2120
"ST4248","ST4248",64,2120
"ST4251","ST4248",1,2120
"ST4252","ST4248",1,2120
"DSA1101","ST4251",0,2120
"DSA2101","ST4251",0,2120
"DSA3101","ST4251",0,2120
"DSA4212","ST4251",0,2120
"DSA4265","ST4251",0,2120
"ST1131","ST4251",0,2120
"ST2131&MA2216","ST4251",0,2120
"ST2132","ST4251",1,2120
"ST2137","ST4251",0,2120
"ST2334","ST4251",0,2120
"ST3131","ST4251",0,2120
"ST3232","ST4251",0,2120
"ST3236&MA3238","ST4251",0,2120
"ST3244","ST4251",0,2120
"ST3246","ST4251",1,2120
"ST3247","ST4251",1,2120
"ST4234","ST4251",1,2120
"ST4238&MA4251","ST4251",0,2120
"ST4248","ST4251",1,2120
"ST4251","ST4251",9,2120
"ST4252","ST4251",1,2120
"DSA1101","ST4252",0,2120
"DSA2101","ST4252",0,2120
"DSA3101","ST4252",0,2120
"DSA4212","ST4252",0,2120
"DSA4265","ST4252",0,2120
"ST1131","ST4252",0,2120
"ST2131&MA2216","ST4252",0,2120
"ST2132","ST4252",0,2120
"ST2137","ST4252",0,2120
"ST2334","ST4252",0,2120
"ST3131","ST4252",1,2120
"ST3232","ST4252",2,2120
"ST3236&MA3238","ST4252",0,2120
"ST3244","ST4252",0,2120
"ST3246","ST4252",4,2120
"ST3247","ST4252",0,2120
"ST4234","ST4252",0,2120
"ST4238&MA4251","ST4252",0,2120
"ST4248","ST4252",1,2120
"ST4251","ST4252",1,2120
"ST4252","ST4252",5,2120
"DSA1101","DSA1101",241,2210
"DSA2101","DSA1101",0,2210
"DSA3101","DSA1101",0,2210
"DSA3361","DSA1101",0,2210
"DSA4211","DSA1101",0,2210
"DSA4262","DSA1101",0,2210
"DSE1101","DSA1101",0,2210
"ST1131","DSA1101",0,2210
"ST2131&MA2116","DSA1101",12,2210
"ST2132","DSA1101",1,2210
"ST2137","DSA1101",0,2210
"ST2334","DSA1101",3,2210
"ST3131","DSA1101",0,2210
"ST3239","DSA1101",0,2210
"ST3248","DSA1101",1,2210
"ST4231","DSA1101",0,2210
"ST4233","DSA1101",0,2210
"ST4245","DSA1101",0,2210
"ST4250","DSA1101",0,2210
"ST4253","DSA1101",1,2210
"ESP2107","DSA1101",0,2210
"FSC4201","DSA1101",0,2210
"DSA1101","DSA2101",0,2210
"DSA2101","DSA2101",192,2210
"DSA3101","DSA2101",0,2210
"DSA3361","DSA2101",2,2210
"DSA4211","DSA2101",1,2210
"DSA4262","DSA2101",0,2210
"DSE1101","DSA2101",0,2210
"ST1131","DSA2101",0,2210
"ST2131&MA2116","DSA2101",0,2210
"ST2132","DSA2101",131,2210
"ST2137","DSA2101",1,2210
"ST2334","DSA2101",0,2210
"ST3131","DSA2101",24,2210
"ST3239","DSA2101",0,2210
"ST3248","DSA2101",0,2210
"ST4231","DSA2101",0,2210
"ST4233","DSA2101",0,2210
"ST4245","DSA2101",1,2210
"ST4250","DSA2101",0,2210
"ST4253","DSA2101",2,2210
"ESP2107","DSA2101",1,2210
"FSC4201","DSA2101",0,2210
"DSA1101","DSA3101",0,2210
"DSA2101","DSA3101",0,2210
"DSA3101","DSA3101",108,2210
"DSA3361","DSA3101",0,2210
"DSA4211","DSA3101",36,2210
"DSA4262","DSA3101",0,2210
"DSE1101","DSA3101",0,2210
"ST1131","DSA3101",0,2210
"ST2131&MA2116","DSA3101",0,2210
"ST2132","DSA3101",0,2210
"ST2137","DSA3101",1,2210
"ST2334","DSA3101",0,2210
"ST3131","DSA3101",16,2210
"ST3239","DSA3101",11,2210
"ST3248","DSA3101",26,2210
"ST4231","DSA3101",9,2210
"ST4233","DSA3101",0,2210
"ST4245","DSA3101",1,2210
"ST4250","DSA3101",2,2210
"ST4253","DSA3101",4,2210
"ESP2107","DSA3101",0,2210
"FSC4201","DSA3101",0,2210
"DSA1101","DSA3361",0,2210
"DSA2101","DSA3361",2,2210
"DSA3101","DSA3361",0,2210
"DSA3361","DSA3361",11,2210
"DSA4211","DSA3361",0,2210
"DSA4262","DSA3361",0,2210
"DSE1101","DSA3361",0,2210
"ST1131","DSA3361",0,2210
"ST2131&MA2116","DSA3361",0,2210
"ST2132","DSA3361",0,2210
"ST2137","DSA3361",0,2210
"ST2334","DSA3361",0,2210
"ST3131","DSA3361",1,2210
"ST3239","DSA3361",1,2210
"ST3248","DSA3361",0,2210
"ST4231","DSA3361",0,2210
"ST4233","DSA3361",0,2210
"ST4245","DSA3361",0,2210
"ST4250","DSA3361",0,2210
"ST4253","DSA3361",0,2210
"ESP2107","DSA3361",0,2210
"FSC4201","DSA3361",0,2210
"DSA1101","DSA4211",0,2210
"DSA2101","DSA4211",1,2210
"DSA3101","DSA4211",36,2210
"DSA3361","DSA4211",0,2210
"DSA4211","DSA4211",146,2210
"DSA4262","DSA4211",26,2210
"DSE1101","DSA4211",0,2210
"ST1131","DSA4211",1,2210
"ST2131&MA2116","DSA4211",0,2210
"ST2132","DSA4211",0,2210
"ST2137","DSA4211",0,2210
"ST2334","DSA4211",0,2210
"ST3131","DSA4211",0,2210
"ST3239","DSA4211",10,2210
"ST3248","DSA4211",20,2210
"ST4231","DSA4211",25,2210
"ST4233","DSA4211",6,2210
"ST4245","DSA4211",8,2210
"ST4250","DSA4211",13,2210
"ST4253","DSA4211",25,2210
"ESP2107","DSA4211",0,2210
"FSC4201","DSA4211",0,2210
"DSA1101","DSA4262",0,2210
"DSA2101","DSA4262",0,2210
"DSA3101","DSA4262",0,2210
"DSA3361","DSA4262",0,2210
"DSA4211","DSA4262",26,2210
"DSA4262","DSA4262",75,2210
"DSE1101","DSA4262",0,2210
"ST1131","DSA4262",3,2210
"ST2131&MA2116","DSA4262",0,2210
"ST2132","DSA4262",0,2210
"ST2137","DSA4262",0,2210
"ST2334","DSA4262",0,2210
"ST3131","DSA4262",0,2210
"ST3239","DSA4262",3,2210
"ST3248","DSA4262",6,2210
"ST4231","DSA4262",13,2210
"ST4233","DSA4262",0,2210
"ST4245","DSA4262",0,2210
"ST4250","DSA4262",7,2210
"ST4253","DSA4262",14,2210
"ESP2107","DSA4262",0,2210
"FSC4201","DSA4262",0,2210
"DSA1101","DSE1101",0,2210
"DSA2101","DSE1101",0,2210
"DSA3101","DSE1101",0,2210
"DSA3361","DSE1101",0,2210
"DSA4211","DSE1101",0,2210
"DSA4262","DSE1101",0,2210
"DSE1101","DSE1101",86,2210
"ST1131","DSE1101",0,2210
"ST2131&MA2116","DSE1101",0,2210
"ST2132","DSE1101",0,2210
"ST2137","DSE1101",0,2210
"ST2334","DSE1101",0,2210
"ST3131","DSE1101",0,2210
"ST3239","DSE1101",0,2210
"ST3248","DSE1101",0,2210
"ST4231","DSE1101",0,2210
"ST4233","DSE1101",0,2210
"ST4245","DSE1101",0,2210
"ST4250","DSE1101",0,2210
"ST4253","DSE1101",0,2210
"ESP2107","DSE1101",0,2210
"FSC4201","DSE1101",0,2210
"DSA1101","ST1131",0,2210
"DSA2101","ST1131",0,2210
"DSA3101","ST1131",0,2210
"DSA3361","ST1131",0,2210
"DSA4211","ST1131",1,2210
"DSA4262","ST1131",3,2210
"DSE1101","ST1131",0,2210
"ST1131","ST1131",166,2210
"ST2131&MA2116","ST1131",4,2210
"ST2132","ST1131",3,2210
"ST2137","ST1131",1,2210
"ST2334","ST1131",11,2210
"ST3131","ST1131",0,2210
"ST3239","ST1131",1,2210
"ST3248","ST1131",3,2210
"ST4231","ST1131",0,2210
"ST4233","ST1131",0,2210
"ST4245","ST1131",0,2210
"ST4250","ST1131",1,2210
"ST4253","ST1131",1,2210
"ESP2107","ST1131",0,2210
"FSC4201","ST1131",0,2210
"DSA1101","ST2131.MA2116",12,2210
"DSA2101","ST2131.MA2116",0,2210
"DSA3101","ST2131.MA2116",0,2210
"DSA3361","ST2131.MA2116",0,2210
"DSA4211","ST2131.MA2116",0,2210
"DSA4262","ST2131.MA2116",0,2210
"DSE1101","ST2131.MA2116",0,2210
"ST1131","ST2131.MA2116",4,2210
"ST2131&MA2116","ST2131.MA2116",249,2210
"ST2132","ST2131.MA2116",0,2210
"ST2137","ST2131.MA2116",4,2210
"ST2334","ST2131.MA2116",0,2210
"ST3131","ST2131.MA2116",0,2210
"ST3239","ST2131.MA2116",0,2210
"ST3248","ST2131.MA2116",0,2210
"ST4231","ST2131.MA2116",0,2210
"ST4233","ST2131.MA2116",0,2210
"ST4245","ST2131.MA2116",0,2210
"ST4250","ST2131.MA2116",0,2210
"ST4253","ST2131.MA2116",0,2210
"ESP2107","ST2131.MA2116",0,2210
"FSC4201","ST2131.MA2116",1,2210
"DSA1101","ST2132",1,2210
"DSA2101","ST2132",131,2210
"DSA3101","ST2132",0,2210
"DSA3361","ST2132",0,2210
"DSA4211","ST2132",0,2210
"DSA4262","ST2132",0,2210
"DSE1101","ST2132",0,2210
"ST1131","ST2132",3,2210
"ST2131&MA2116","ST2132",0,2210
"ST2132","ST2132",309,2210
"ST2137","ST2132",9,2210
"ST2334","ST2132",1,2210
"ST3131","ST2132",26,2210
"ST3239","ST2132",7,2210
"ST3248","ST2132",1,2210
"ST4231","ST2132",0,2210
"ST4233","ST2132",0,2210
"ST4245","ST2132",0,2210
"ST4250","ST2132",1,2210
"ST4253","ST2132",4,2210
"ESP2107","ST2132",2,2210
"FSC4201","ST2132",0,2210
"DSA1101","ST2137",0,2210
"DSA2101","ST2137",1,2210
"DSA3101","ST2137",1,2210
"DSA3361","ST2137",0,2210
"DSA4211","ST2137",0,2210
"DSA4262","ST2137",0,2210
"DSE1101","ST2137",0,2210
"ST1131","ST2137",1,2210
"ST2131&MA2116","ST2137",4,2210
"ST2132","ST2137",9,2210
"ST2137","ST2137",69,2210
"ST2334","ST2137",3,2210
"ST3131","ST2137",7,2210
"ST3239","ST2137",2,2210
"ST3248","ST2137",7,2210
"ST4231","ST2137",2,2210
"ST4233","ST2137",1,2210
"ST4245","ST2137",1,2210
"ST4250","ST2137",0,2210
"ST4253","ST2137",2,2210
"ESP2107","ST2137",0,2210
"FSC4201","ST2137",0,2210
"DSA1101","ST2334",3,2210
"DSA2101","ST2334",0,2210
"DSA3101","ST2334",0,2210
"DSA3361","ST2334",0,2210
"DSA4211","ST2334",0,2210
"DSA4262","ST2334",0,2210
"DSE1101","ST2334",0,2210
"ST1131","ST2334",11,2210
"ST2131&MA2116","ST2334",0,2210
"ST2132","ST2334",1,2210
"ST2137","ST2334",3,2210
"ST2334","ST2334",873,2210
"ST3131","ST2334",0,2210
"ST3239","ST2334",0,2210
"ST3248","ST2334",0,2210
"ST4231","ST2334",0,2210
"ST4233","ST2334",0,2210
"ST4245","ST2334",0,2210
"ST4250","ST2334",0,2210
"ST4253","ST2334",0,2210
"ESP2107","ST2334",1,2210
"FSC4201","ST2334",0,2210
"DSA1101","ST3131",0,2210
"DSA2101","ST3131",24,2210
"DSA3101","ST3131",16,2210
"DSA3361","ST3131",1,2210
"DSA4211","ST3131",0,2210
"DSA4262","ST3131",0,2210
"DSE1101","ST3131",0,2210
"ST1131","ST3131",0,2210
"ST2131&MA2116","ST3131",0,2210
"ST2132","ST3131",26,2210
"ST2137","ST3131",7,2210
"ST2334","ST3131",0,2210
"ST3131","ST3131",148,2210
"ST3239","ST3131",10,2210
"ST3248","ST3131",25,2210
"ST4231","ST3131",8,2210
"ST4233","ST3131",0,2210
"ST4245","ST3131",3,2210
"ST4250","ST3131",0,2210
"ST4253","ST3131",10,2210
"ESP2107","ST3131",0,2210
"FSC4201","ST3131",0,2210
"DSA1101","ST3239",0,2210
"DSA2101","ST3239",0,2210
"DSA3101","ST3239",11,2210
"DSA3361","ST3239",1,2210
"DSA4211","ST3239",10,2210
"DSA4262","ST3239",3,2210
"DSE1101","ST3239",0,2210
"ST1131","ST3239",1,2210
"ST2131&MA2116","ST3239",0,2210
"ST2132","ST3239",7,2210
"ST2137","ST3239",2,2210
"ST2334","ST3239",0,2210
"ST3131","ST3239",10,2210
"ST3239","ST3239",55,2210
"ST3248","ST3239",17,2210
"ST4231","ST3239",16,2210
"ST4233","ST3239",5,2210
"ST4245","ST3239",8,2210
"ST4250","ST3239",0,2210
"ST4253","ST3239",12,2210
"ESP2107","ST3239",0,2210
"FSC4201","ST3239",0,2210
"DSA1101","ST3248",1,2210
"DSA2101","ST3248",0,2210
"DSA3101","ST3248",26,2210
"DSA3361","ST3248",0,2210
"DSA4211","ST3248",20,2210
"DSA4262","ST3248",6,2210
"DSE1101","ST3248",0,2210
"ST1131","ST3248",3,2210
"ST2131&MA2116","ST3248",0,2210
"ST2132","ST3248",1,2210
"ST2137","ST3248",7,2210
"ST2334","ST3248",0,2210
"ST3131","ST3248",25,2210
"ST3239","ST3248",17,2210
"ST3248","ST3248",128,2210
"ST4231","ST3248",25,2210
"ST4233","ST3248",4,2210
"ST4245","ST3248",8,2210
"ST4250","ST3248",9,2210
"ST4253","ST3248",14,2210
"ESP2107","ST3248",0,2210
"FSC4201","ST3248",0,2210
"DSA1101","ST4231",0,2210
"DSA2101","ST4231",0,2210
"DSA3101","ST4231",9,2210
"DSA3361","ST4231",0,2210
"DSA4211","ST4231",25,2210
"DSA4262","ST4231",13,2210
"DSE1101","ST4231",0,2210
"ST1131","ST4231",0,2210
"ST2131&MA2116","ST4231",0,2210
"ST2132","ST4231",0,2210
"ST2137","ST4231",2,2210
"ST2334","ST4231",0,2210
"ST3131","ST4231",8,2210
"ST3239","ST4231",16,2210
"ST3248","ST4231",25,2210
"ST4231","ST4231",93,2210
"ST4233","ST4231",16,2210
"ST4245","ST4231",9,2210
"ST4250","ST4231",7,2210
"ST4253","ST4231",14,2210
"ESP2107","ST4231",0,2210
"FSC4201","ST4231",0,2210
"DSA1101","ST4233",0,2210
"DSA2101","ST4233",0,2210
"DSA3101","ST4233",0,2210
"DSA3361","ST4233",0,2210
"DSA4211","ST4233",6,2210
"DSA4262","ST4233",0,2210
"DSE1101","ST4233",0,2210
"ST1131","ST4233",0,2210
"ST2131&MA2116","ST4233",0,2210
"ST2132","ST4233",0,2210
"ST2137","ST4233",1,2210
"ST2334","ST4233",0,2210
"ST3131","ST4233",0,2210
"ST3239","ST4233",5,2210
"ST3248","ST4233",4,2210
"ST4231","ST4233",16,2210
"ST4233","ST4233",25,2210
"ST4245","ST4233",7,2210
"ST4250","ST4233",5,2210
"ST4253","ST4233",3,2210
"ESP2107","ST4233",0,2210
"FSC4201","ST4233",0,2210
"DSA1101","ST4245",0,2210
"DSA2101","ST4245",1,2210
"DSA3101","ST4245",1,2210
"DSA3361","ST4245",0,2210
"DSA4211","ST4245",8,2210
"DSA4262","ST4245",0,2210
"DSE1101","ST4245",0,2210
"ST1131","ST4245",0,2210
"ST2131&MA2116","ST4245",0,2210
"ST2132","ST4245",0,2210
"ST2137","ST4245",1,2210
"ST2334","ST4245",0,2210
"ST3131","ST4245",3,2210
"ST3239","ST4245",8,2210
"ST3248","ST4245",8,2210
"ST4231","ST4245",9,2210
"ST4233","ST4245",7,2210
"ST4245","ST4245",60,2210
"ST4250","ST4245",5,2210
"ST4253","ST4245",0,2210
"ESP2107","ST4245",0,2210
"FSC4201","ST4245",0,2210
"DSA1101","ST4250",0,2210
"DSA2101","ST4250",0,2210
"DSA3101","ST4250",2,2210
"DSA3361","ST4250",0,2210
"DSA4211","ST4250",13,2210
"DSA4262","ST4250",7,2210
"DSE1101","ST4250",0,2210
"ST1131","ST4250",1,2210
"ST2131&MA2116","ST4250",0,2210
"ST2132","ST4250",1,2210
"ST2137","ST4250",0,2210
"ST2334","ST4250",0,2210
"ST3131","ST4250",0,2210
"ST3239","ST4250",0,2210
"ST3248","ST4250",9,2210
"ST4231","ST4250",7,2210
"ST4233","ST4250",5,2210
"ST4245","ST4250",5,2210
"ST4250","ST4250",36,2210
"ST4253","ST4250",4,2210
"ESP2107","ST4250",0,2210
"FSC4201","ST4250",0,2210
"DSA1101","ST4253",1,2210
"DSA2101","ST4253",2,2210
"DSA3101","ST4253",4,2210
"DSA3361","ST4253",0,2210
"DSA4211","ST4253",25,2210
"DSA4262","ST4253",14,2210
"DSE1101","ST4253",0,2210
"ST1131","ST4253",1,2210
"ST2131&MA2116","ST4253",0,2210
"ST2132","ST4253",4,2210
"ST2137","ST4253",2,2210
"ST2334","ST4253",0,2210
"ST3131","ST4253",10,2210
"ST3239","ST4253",12,2210
"ST3248","ST4253",14,2210
"ST4231","ST4253",14,2210
"ST4233","ST4253",3,2210
"ST4245","ST4253",0,2210
"ST4250","ST4253",4,2210
"ST4253","ST4253",63,2210
"ESP2107","ST4253",0,2210
"FSC4201","ST4253",0,2210
"DSA1101","ESP2107",0,2210
